arc,number,magnet,size
Enies Lobby,16,magnet:?xt=urn:btih:30e6fcae8a70ef9d12e9dda2afa514b99bf402d6&dn=%5BOne%20Pace%5D%5B409-411%5D%20Enies%20Lobby%2016%20%5B1080p%5D%5B158476AB%5D.mkv&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.torrent.eu.org%3A451%2Fannounce,893844223
Enies Lobby,17,magnet:?xt=urn:btih:4d3503626c56e2199ab7fdb911de35bf4605348a&dn=%5BOne%20Pace%5D%5B412-413%5D%20Enies%20Lobby%2017%20%5B1080p%5D%5B7562EF8D%5D.mkv&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.torrent.eu.org%3A451%2Fannounce,845530892
Enies Lobby,18,magnet:?xt=urn:btih:ef9e5570bfb77108ddfd69536d804a3a4e00bc64&dn=%5BOne%20Pace%5D%5B414-415%5D%20Enies%20Lobby%2018%20%5B1080p%5D%5B64207B1A%5D.mkv&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.torrent.eu.org%3A451%2Fannounce,651714155
Enies Lobby,19,magnet:?xt=urn:btih:764222f18a8a43868058a0069310bae6556bcbfc&dn=%5BOne%20Pace%5D%5B416-418%5D%20Enies%20Lobby%2019%20%5B1080p%5D%5BC4106519%5D.mkv&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.torrent.eu.org%3A451%2Fannounce,997185191
Enies Lobby,20,magnet:?xt=urn:btih:4cab4c469be3e484489256907ec662acb8a87025&dn=%5BOne%20Pace%5D%5B419-420%5D%20Enies%20Lobby%2020%20%5B1080p%5D%5B5AC534CA%5D.mkv&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.torrent.eu.org%3A451%2Fannounce,826333385
Enies Lobby,21,magnet:?xt=urn:btih:b2a2edbbb0a4d476f93b479d2d6215ee46387e00&dn=%5BOne%20Pace%5D%5B421-422%5D%20Enies%20Lobby%2021%20%5B1080p%5D%5B13D874FD%5D.mkv&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.torrent.eu.org%3A451%2Fannounce,856656693
Enies Lobby,22,magnet:?xt=urn:btih:f35f39679a934efa762f054cde6137a0a147aceb&dn=%5BOne%20Pace%5D%5B423-424%5D%20Enies%20Lobby%2022%20%5B1080p%5D%5BC0B33E05%5D.mkv&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.torrent.eu.org%3A451%2Fannounce,821725508
Enies Lobby,23,magnet:?xt=urn:btih:bef6efff0f7c81422ca057a2e575363eb0b350f3&dn=%5BOne%20Pace%5D%5B425-427%5D%20Enies%20Lobby%2023%20%5B1080p%5D%20%5BDual-Audio%5D&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.torrent.eu.org%3A451%2Fannounce,1237036137
Enies Lobby,24,magnet:?xt=urn:btih:d23029c1860a74513bac08372ee2c9f43a56550b&dn=%5BOne%20Pace%5D%5B428-429%5D%20Enies%20Lobby%2024%20%5B1080p%5D%20%5BDual-Audio%5D&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.torrent.eu.org%3A451%2Fannounce,1019372720
Enies Lobby,25,magnet:?xt=urn:btih:7e24c561da498f298ff137f5462d5fe89b38edff&dn=%5BOne%20Pace%5D%5B430%5D%20Enies%20Lobby%2025%20%5B1080p%5D%20%5BDual-Audio%5D&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.torrent.eu.org%3A451%2Fannounce,517299436
Post-Enies Lobby,,magnet:?xt=urn:btih:59497fc3d9a6dbcdbaced48eaa9f5ba2047614df&dn=%5BOne%20Pace%5D%5B431-441%5D%20Post-Enies%20Lobby%20%5B720p%5D&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.torrent.eu.org%3A451%2Fannounce,2179978398
Thriller Bark,,magnet:?xt=urn:btih:2c83d7ba67a243de5995f687073787341c69958c&dn=%5BOne%20Pace%5D%5B442-489%5D%20Thriller%20Bark%20%5B720p%5D&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.torrent.eu.org%3A451%2Fannounce,7821753979
Sabaody Archipelago,,magnet:?xt=urn:btih:2589926c8f90e8f031a6caeab93bcd5b79990c0e&dn=%5BOne%20Pace%5D%5B490-513%5D%20Sabaody%20Archipelago%20%5B720p%5D&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.torrent.eu.org%3A451%2Fannounce,3394412000
Amazon Lily,,magnet:?xt=urn:btih:1f62e2583956c412f8550672bc8066c5e96ab0a8&dn=%5BOne%20Pace%5D%5B514-524%5D%20Amazon%20Lily%20%5B720p%5D&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.torrent.eu.org%3A451%2Fannounce,1458547853
Impel Down,,magnet:?xt=urn:btih:2e1a040b1de930368ae027be070e6e8bc134b709&dn=%5BOne%20Pace%5D%5B525-548%5D%20Impel%20Down%20%5B720p%5D&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.torrent.eu.org%3A451%2Fannounce,2890704310
If You Could Go Anywhere... The Adventures of the Straw Hats,,magnet:?xt=urn:btih:48112bfe29daffd541040e566d37607ea1835ceb&dn=%5BOne%20Pace%5D%5B543-560%5D%20If%20You%20Could%20Go%20Anywhere...%20The%20Adventures%20of%20the%20Straw%20Hats%20%5B1080p%5D%5B2BC41092%5D.mkv&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.torrent.eu.org%3A451%2Fannounce,670343732
Marineford,,magnet:?xt=urn:btih:3e96ef072e3798dc20d9c9fe21700eee27ff8312&dn=%5BOne%20Pace%5D%5B549-580%5D%20Marineford%20%5B720p%5D%5BENG-ESP%5D&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.torrent.eu.org%3A451%2Fannounce,3670690708
Post-War,01,magnet:?xt=urn:btih:378ac16275940673ebac803955fcde9c8718d661&dn=%5BOne%20Pace%5D%5B581-582%5D%20Post-War%2001%20%5B1080p%5D%5BDual-Audio%5D&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.torrent.eu.org%3A451%2Fannounce,425789592
Post-War,02,magnet:?xt=urn:btih:535cb2a580f3051871405411a4484d45db62ee54&dn=%5BOne%20Pace%5D%5B583-584%5D%20Post-War%2002%20%5B1080p%5D%5BDual-Audio%5D&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.torrent.eu.org%3A451%2Fannounce,462172496
Post-War,03,magnet:?xt=urn:btih:b15d098996eff6129be674891ae4cb14645c780f&dn=%5BOne%20Pace%5D%5B585-586%5D%20Post-War%2003%20%5B1080p%5D%5BDual-Audio%5D&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.torrent.eu.org%3A451%2Fannounce,534293280
Post-War,04,magnet:?xt=urn:btih:4a03c4b6eea6bb621839a8f55fc56dab9942ae68&dn=%5BOne%20Pace%5D%5B587-588%5D%20Post-War%2004%20%5B1080p%5D%5BDual-Audio%5D&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.torrent.eu.org%3A451%2Fannounce,484535188
Post-War,05,magnet:?xt=urn:btih:eacbf73c4965a12fbf2eb97e4db53151ff39788f&dn=%5BOne%20Pace%5D%5B589-590%5D%20Post-War%2005%20%5B1080p%5D%5BDual-Audio%5D&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.torrent.eu.org%3A451%2Fannounce,542343516
Post-War,06,magnet:?xt=urn:btih:84a9b78f6f96dd7ab28c51cfe1917e97470cc7ab&dn=%5BOne%20Pace%5D%5B591-592%5D%20Post-War%2006%20%5B1080p%5D%5BDual-Audio%5D&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.torrent.eu.org%3A451%2Fannounce,574747408
Post-War,07,magnet:?xt=urn:btih:53b3c345c97722e5840573c7781d8c09583434dd&dn=%5BOne%20Pace%5D%5B593-594%5D%20Post-War%2007%20%5B1080p%5D%5BD85BC22C%5D.mkv&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.torrent.eu.org%3A451%2Fannounce,466058894
Post-War,08,magnet:?xt=urn:btih:ea2c5500648c09321acf2be9aee11fc8a798af7b&dn=%5BOne%20Pace%5D%5B595-597%5D%20Post-War%2008%20%5B1080p%5D%5B178190BC%5D.mkv&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.torrent.eu.org%3A451%2Fannounce,1648634283
Return to Sabaody,,magnet:?xt=urn:btih:77cc4c78deedc5b7048cd72620688bf37de17032&dn=%5BOne%20Pace%5D%5B598-602%5D%20Return%20to%20Sabaody%20%5B1080p%5D&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.torrent.eu.org%3A451%2Fannounce,2392091846
Fishman Island,,magnet:?xt=urn:btih:fd204b5dc346f5458f7f04cf1ad98679aaf9586e&dn=%5BOne%20Pace%5D%5B603-653%5D%20Fishman%20Island%20%5B720p%5D&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.torrent.eu.org%3A451%2Fannounce,14426319867
Punk Hazard,,magnet:?xt=urn:btih:bcdff039cd7c01f2ffb78799b4082d91de25b2fb&dn=%5BOne%20Pace%5D%5B654-699%5D%20Punk%20Hazard%20%5B720p%5D&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.torrent.eu.org%3A451%2Fannounce,10717125409
Dressrosa,,magnet:?xt=urn:btih:a031cac6baf81b804c4d034dfaef0e5e4a671145&dn=%5BOne%20Pace%5D%5B700-800%5D%20Dressrosa%20%5B720p%5D&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.torrent.eu.org%3A451%2Fannounce,13515779053
Zou,,magnet:?xt=urn:btih:5c027631a28242814a6cf1fe24f455b70bca14bc&dn=%5BOne%20Pace%5D%5B801-822%5D%20Zou%20%5B720p%5D&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.torrent.eu.org%3A451%2Fannounce,2280041475
Whole Cake Island,,magnet:?xt=urn:btih:8eae38e998ff4e537f0974ab4249f89479fb644d&dn=%5BOne%20Pace%5D%5B823-902%5D%20Whole%20Cake%20Island%20%5B720p%5D%5BENG-ESP%5D&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.torrent.eu.org%3A451%2Fannounce,9812572475
Reverie,,magnet:?xt=urn:btih:4d9497e964d820760adf11e47664df3091b808f2&dn=%5BOne%20Pace%5D%5B903-908%5D%20Reverie%20%5B1080p%5D&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.torrent.eu.org%3A451%2Fannounce,2930937260
Wano,01-12,magnet:?xt=urn:btih:d67ed82392c28cb6c40509383ba70bfb4e6aefdf&dn=%5BOne%20Pace%5D%5B909-924%5D%20Wano%20Act%201&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.torrent.eu.org%3A451%2Fannounce,9358584125
Wano,13,magnet:?xt=urn:btih:7bb74e6d6cb948274a02e389732418ad5d2aa39a&dn=%5BOne%20Pace%5D%5B925-926%5D%20Wano%2013%20%5B1080p%5D%5BDCF7AD65%5D.mkv&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.torrent.eu.org%3A451%2Fannounce,860877237
Wano,14,magnet:?xt=urn:btih:cdb26d84fba1712004b04a26d5484c766dfe1263&dn=%5BOne%20Pace%5D%5B926-927%5D%20Wano%2014%20%5B1080p%5D%5BBF92DCAF%5D.mkv&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.torrent.eu.org%3A451%2Fannounce,1143728725
Wano,15,magnet:?xt=urn:btih:1e8b4afc42cce0c51f7b72973de5b90f18246459&dn=%5BOne%20Pace%5D%5B928-930%5D%20Wano%2015%20%5B1080p%5D%5BAE6ABE84%5D.mkv%20%28v2%29&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.torrent.eu.org%3A451%2Fannounce,1268131455
Wano,16,magnet:?xt=urn:btih:679f3a126c68708414677326663f1be953a4588c&dn=%5BOne%20Pace%5D%5B930-931%5D%20Wano%2016%20%5B1080p%5D%5B9FA61F60%5D.mkv&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.torrent.eu.org%3A451%2Fannounce,1224229851
Wano,17,magnet:?xt=urn:btih:ada27ed07c9bdb8339f563ea3a972e810db9c241&dn=%5BOne%20Pace%5D%5B932-933%5D%20Wano%2017%20%5B1080p%5D%5BD2E02F36%5D.mkv&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.torrent.eu.org%3A451%2Fannounce,1562627097
Wano,18,magnet:?xt=urn:btih:ee98dc9217e39a1142d34593fd1f69f370844d9f&dn=%5BOne%20Pace%5D%5B934-935%5D%20Wano%2018%20%5B1080p%5D%5B94F78CF3%5D.mkv&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.torrent.eu.org%3A451%2Fannounce,1241697509
Wano,19,magnet:?xt=urn:btih:21bfa9becd4b71b3f39a102b5182d4b5df601801&dn=%5BOne%20Pace%5D%5B936-938%5D%20Wano%2019%20%5B1080p%5D%5B6C9E8055%5D.mkv&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.torrent.eu.org%3A451%2Fannounce,1495040307
Wano,20,magnet:?xt=urn:btih:d587b519994e3a8f771d188981f7a59fd6d578e5&dn=%5BOne%20Pace%5D%5B938-939%5D%20Wano%2020%20%5B1080p%5D%5B93376225%5D&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.torrent.eu.org%3A451%2Fannounce,1807557413
Wano,21,magnet:?xt=urn:btih:b1a87c6668cce9523fe8c56556fedb18438a242b&dn=%5BOne%20Pace%5D%5B940-941%5D%20Wano%2021%20%5B1080p%5D%5B0B965026%5D.mkv&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.torrent.eu.org%3A451%2Fannounce,1543947195
Wano,22,magnet:?xt=urn:btih:555b93c2e368c9f652ff4fff987d5fbc3c3bad6b&dn=%5BOne%20Pace%5D%5B941-942%5D%20Wano%2022%20%5B1080p%5D%5B9F63AF78%5D.mkv&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.torrent.eu.org%3A451%2Fannounce,1475685550
Wano,23,magnet:?xt=urn:btih:04f41b47c4144307737eafa4b03c58d4ddea4ba8&dn=%5BOne%20Pace%5D%5B943-944%5D%20Wano%2023%20%5B1080p%5D%5B37670A03%5D.mkv&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.torrent.eu.org%3A451%2Fannounce,1995223677
Wano,24,magnet:?xt=urn:btih:1806979f06ae1560485ef48bd1983d42aa5b5696&dn=%5BOne%20Pace%5D%5B945%5D%20Wano%2024%20%5B1080p%5D%5B6173BCE1%5D.mkv&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.torrent.eu.org%3A451%2Fannounce,1210697023
Wano,25,magnet:?xt=urn:btih:6a26cb6bb9d3f8259fd54a610acbe7b8fc1039bc&dn=%5BOne%20Pace%5D%5B946-947%5D%20Wano%2025%20%5B1080p%5D%5BC3825063%5D.mkv&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.torrent.eu.org%3A451%2Fannounce,1877307935
